,Unnamed: 0.1,Unnamed: 0,name,return_type,signature,params,summary,source_code,extent,file_path,sum_tokenize
80,80,80,VL53L0X_write_multi,int,"int VL53L0X_write_multi(int address, int reg, int * pdata, int count)","[{'name': 'address', 'type': 'int'}, {'name': 'reg', 'type': 'int'}, {'name': 'pdata', 'type': 'int *'}, {'name': 'count', 'type': 'int'}]",VL53L0X_write_multi函数用于向指定地址和寄存器写入数据，参数包括地址、寄存器号、数据指针和写入次数。,"int32_t VL53L0X_write_multi(uint8_t address, uint8_t reg, uint8_t *pdata, int32_t count)
{
    int32_t status = STATUS_OK;
	if(IIC_Write_nByte(address,reg,count,pdata)==0)
		status = STATUS_OK;
	else
		status = STATUS_FAIL;
	
    return status;
}","{'begin': {'line': 3, 'column': 1}, 'end': {'line': 12, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_i2c.c,"['VL53L0X', '_', 'write', '_', 'multi', '函数', '用于', '向', '指定', '地址', '和', '寄存', '寄存器', '写入', '数据', '，', '参数', '包括', '地址', '、', '寄存', '寄存器', '号', '、', '数据', '指针', '和', '写入', '次数', '。']"
81,81,81,VL53L0X_read_multi,int,"int VL53L0X_read_multi(int address, int index, int * pdata, int count)","[{'name': 'address', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'pdata', 'type': 'int *'}, {'name': 'count', 'type': 'int'}]",VL53L0X_read_multi函数用于读取IIC存储器中的数据。,"int32_t VL53L0X_read_multi(uint8_t address,  uint8_t index, uint8_t  *pdata, int32_t count)
{
    int32_t status = STATUS_OK;
    
	if(IIC_Read_nByte(address, index, count, pdata)==0)
		status = STATUS_OK;
	else
		status = STATUS_FAIL;

    return status;
}","{'begin': {'line': 13, 'column': 1}, 'end': {'line': 23, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_i2c.c,"['VL53L0X', '_', 'read', '_', 'multi', '函数', '用于', '读取', 'IIC', '存储', '存储器', '中', '的', '数据', '。']"
82,82,82,VL53L0X_write_byte,int,"int VL53L0X_write_byte(int address, int index, int data)","[{'name': 'address', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'data', 'type': 'int'}]",向VL53L0X写入一个字节的数据。,"int32_t VL53L0X_write_byte(uint8_t address, uint8_t index, uint8_t data)
{
    int32_t status = STATUS_OK;
    const int32_t cbyte_count = 1;
    status = VL53L0X_write_multi(address, index, &data, cbyte_count);
    return status;
}","{'begin': {'line': 26, 'column': 1}, 'end': {'line': 32, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_i2c.c,"['向', 'VL53L0X', '写入', '一个', '字节', '的', '数据', '。']"
83,83,83,VL53L0X_write_word,int,"int VL53L0X_write_word(int address, int index, int data)","[{'name': 'address', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'data', 'type': 'int'}]",VL53L0X_write_word函数用于向指定地址和索引写入一个16位的数据字。,"int32_t VL53L0X_write_word(uint8_t address, uint8_t index, uint16_t data)
{
    int32_t status = STATUS_OK;
    uint8_t  buffer[BYTES_PER_WORD];

    // Split 16-bit word into MS and LS uint8_t
    buffer[0] = (uint8_t)(data >> 8);
    buffer[1] = (uint8_t)(data &  0x00FF);

    if(index%2 == 1)
    {
        status = VL53L0X_write_multi(address, index, &buffer[0], 1);
        status = VL53L0X_write_multi(address, index + 1, &buffer[1], 1);
        // serial comms cannot handle word writes to non 2-byte aligned registers.
    }
    else
    {
        status = VL53L0X_write_multi(address, index, buffer, BYTES_PER_WORD);
    }

    return status;

}","{'begin': {'line': 35, 'column': 1}, 'end': {'line': 57, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_i2c.c,"['VL53L0X', '_', 'write', '_', 'word', '函数', '用于', '向', '指定', '地址', '和', '索引', '写入', '一个', '16', '位', '的', '数据', '数据字', '。']"
84,84,84,VL53L0X_write_dword,int,"int VL53L0X_write_dword(int address, int index, int data)","[{'name': 'address', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'data', 'type': 'int'}]",将32位数据按字节拆分后写入指定地址和索引。,"int32_t VL53L0X_write_dword(uint8_t address, uint8_t index, uint32_t data)
{
    int32_t status = STATUS_OK;
    uint8_t  buffer[BYTES_PER_DWORD];

    // Split 32-bit word into MS ... LS bytes
    buffer[0] = (uint8_t) (data >> 24);
    buffer[1] = (uint8_t)((data &  0x00FF0000) >> 16);
    buffer[2] = (uint8_t)((data &  0x0000FF00) >> 8);
    buffer[3] = (uint8_t) (data &  0x000000FF);

    status = VL53L0X_write_multi(address, index, buffer, BYTES_PER_DWORD);

    return status;

}","{'begin': {'line': 60, 'column': 1}, 'end': {'line': 75, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_i2c.c,"['将', '32', '位', '数据', '按', '字节', '拆分', '后', '写入', '指定', '地址', '和', '索引', '。']"
85,85,85,VL53L0X_read_byte,int,"int VL53L0X_read_byte(int address, int index, int * pdata)","[{'name': 'address', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'pdata', 'type': 'int *'}]",VL53L0X_read_byte函数用于从VL53L0X传感器读取单个字节数据。,"int32_t VL53L0X_read_byte(uint8_t address, uint8_t index, uint8_t *pdata)
{
    int32_t status = STATUS_OK;
    int32_t cbyte_count = 1;

    status = VL53L0X_read_multi(address, index, pdata, cbyte_count);

    return status;

}","{'begin': {'line': 78, 'column': 1}, 'end': {'line': 87, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_i2c.c,"['VL53L0X', '_', 'read', '_', 'byte', '函数', '用于', '从', 'VL53L0X', '传感', '感器', '传感器', '读取', '单个', '字节', '数据', '。']"
86,86,86,VL53L0X_read_word,int,"int VL53L0X_read_word(int address, int index, int * pdata)","[{'name': 'address', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'pdata', 'type': 'int *'}]",VL53L0X_read_word函数用于从VL53L0X传感器读取一字节的数据到指定缓冲区，并返回状态码。,"int32_t VL53L0X_read_word(uint8_t address, uint8_t index, uint16_t *pdata)
{
    int32_t  status = STATUS_OK;
	uint8_t  buffer[BYTES_PER_WORD];

    status = VL53L0X_read_multi(address, index, buffer, BYTES_PER_WORD);
	*pdata = ((uint16_t)buffer[0]<<8) + (uint16_t)buffer[1];

    return status;

}","{'begin': {'line': 90, 'column': 1}, 'end': {'line': 100, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_i2c.c,"['VL53L0X', '_', 'read', '_', 'word', '函数', '用于', '从', 'VL53L0X', '传感', '感器', '传感器', '读取', '一', '字节', '的', '数据', '到', '指定', '缓冲', '缓冲区', '，', '并', '返回', '状态', '码', '。']"
87,87,87,VL53L0X_read_dword,int,"int VL53L0X_read_dword(int address, int index, int * pdata)","[{'name': 'address', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'pdata', 'type': 'int *'}]",VL53L0X_read_dword函数用于从VL53L0X传感器读取一字节的数据到指定的缓冲区，并返回状态码。,"int32_t VL53L0X_read_dword(uint8_t address, uint8_t index, uint32_t *pdata)
{
    int32_t status = STATUS_OK;
	uint8_t  buffer[BYTES_PER_DWORD];

    status = VL53L0X_read_multi(address, index, buffer, BYTES_PER_DWORD);
    *pdata = ((uint32_t)buffer[0]<<24) + ((uint32_t)buffer[1]<<16) + ((uint32_t)buffer[2]<<8) + (uint32_t)buffer[3];

    return status;

}","{'begin': {'line': 102, 'column': 1}, 'end': {'line': 112, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_i2c.c,"['VL53L0X', '_', 'read', '_', 'dword', '函数', '用于', '从', 'VL53L0X', '传感', '感器', '传感器', '读取', '一', '字节', '的', '数据', '到', '指定', '的', '缓冲', '缓冲区', '，', '并', '返回', '状态', '码', '。']"
88,88,88,VL53L0X_LockSequenceAccess,int,int VL53L0X_LockSequenceAccess(int Dev),"[{'name': 'Dev', 'type': 'int'}]",VL53L0X_LockSequenceAccess函数用于访问锁序列，参数为设备编号。,"VL53L0X_Error VL53L0X_LockSequenceAccess(VL53L0X_DEV Dev){
    VL53L0X_Error Status = VL53L0X_ERROR_NONE;

    return Status;
}","{'begin': {'line': 13, 'column': 1}, 'end': {'line': 17, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['VL53L0X', '_', 'LockSequenceAccess', '函数', '用于', '访问', '锁', '序列', '，', '参数', '为', '设备', '编号', '。']"
89,89,89,VL53L0X_UnlockSequenceAccess,int,int VL53L0X_UnlockSequenceAccess(int Dev),"[{'name': 'Dev', 'type': 'int'}]",解锁序列访问功能，返回状态码。,"VL53L0X_Error VL53L0X_UnlockSequenceAccess(VL53L0X_DEV Dev){
    VL53L0X_Error Status = VL53L0X_ERROR_NONE;

    return Status;
}","{'begin': {'line': 19, 'column': 1}, 'end': {'line': 23, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['解锁', '序列', '访问', '功能', '，', '返回', '状态', '码', '。']"
90,90,90,VL53L0X_WriteMulti,int,"int VL53L0X_WriteMulti(int Dev, int index, int * pdata, int count)","[{'name': 'Dev', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'pdata', 'type': 'int *'}, {'name': 'count', 'type': 'int'}]",VL53L0X_WriteMulti函数用于向指定设备写入多字节数据。,"VL53L0X_Error VL53L0X_WriteMulti(VL53L0X_DEV Dev, uint8_t index, uint8_t *pdata, uint32_t count){

    VL53L0X_Error Status = VL53L0X_ERROR_NONE;
    int32_t status_int = 0;
	uint8_t deviceAddress;

    if (count>=VL53L0X_MAX_I2C_XFER_SIZE){
        Status = VL53L0X_ERROR_INVALID_PARAMS;
    }

	deviceAddress = Dev->I2cDevAddr;

	status_int = VL53L0X_write_multi(deviceAddress, index, pdata, count);

	if (status_int != 0)
		Status = VL53L0X_ERROR_CONTROL_INTERFACE;

    return Status;
}","{'begin': {'line': 26, 'column': 1}, 'end': {'line': 44, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['VL53L0X', '_', 'WriteMulti', '函数', '用于', '向', '指定', '设备', '写入', '多', '字节', '数据', '。']"
91,91,91,VL53L0X_ReadMulti,int,"int VL53L0X_ReadMulti(int Dev, int index, int * pdata, int count)","[{'name': 'Dev', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'pdata', 'type': 'int *'}, {'name': 'count', 'type': 'int'}]",VL53L0X读取多字节数据，参数包括设备地址、索引、数据指针和数据量。,"VL53L0X_Error VL53L0X_ReadMulti(VL53L0X_DEV Dev, uint8_t index, uint8_t *pdata, uint32_t count){
    VL53L0X_I2C_USER_VAR
    VL53L0X_Error Status = VL53L0X_ERROR_NONE;
    int32_t status_int;
	uint8_t deviceAddress;

    if (count>=VL53L0X_MAX_I2C_XFER_SIZE){
        Status = VL53L0X_ERROR_INVALID_PARAMS;
    }

    deviceAddress = Dev->I2cDevAddr;

	status_int = VL53L0X_read_multi(deviceAddress, index, pdata, count);

	if (status_int != 0)
		Status = VL53L0X_ERROR_CONTROL_INTERFACE;

    return Status;
}","{'begin': {'line': 47, 'column': 1}, 'end': {'line': 65, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['VL53L0X', '读取', '多', '字节', '数据', '，', '参数', '包括', '设备', '地址', '、', '索引', '、', '数据', '指针', '和', '数据', '数据量', '。']"
92,92,92,VL53L0X_WrByte,int,"int VL53L0X_WrByte(int Dev, int index, int data)","[{'name': 'Dev', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'data', 'type': 'int'}]",向指定设备写入一个字节的数据，返回操作状态。,"VL53L0X_Error VL53L0X_WrByte(VL53L0X_DEV Dev, uint8_t index, uint8_t data){
    VL53L0X_Error Status = VL53L0X_ERROR_NONE;
    int32_t status_int;
	uint8_t deviceAddress;

    deviceAddress = Dev->I2cDevAddr;

	status_int = VL53L0X_write_byte(deviceAddress, index, data);

	if (status_int != 0)
		Status = VL53L0X_ERROR_CONTROL_INTERFACE;

    return Status;
}","{'begin': {'line': 68, 'column': 1}, 'end': {'line': 81, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['向', '指定', '设备', '写入', '一个', '字节', '的', '数据', '，', '返回', '操作', '状态', '。']"
93,93,93,VL53L0X_WrWord,int,"int VL53L0X_WrWord(int Dev, int index, int data)","[{'name': 'Dev', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'data', 'type': 'int'}]",VL53L0X_WrWord函数用于向指定设备写入数据。,"VL53L0X_Error VL53L0X_WrWord(VL53L0X_DEV Dev, uint8_t index, uint16_t data){
    VL53L0X_Error Status = VL53L0X_ERROR_NONE;
    int32_t status_int;
	uint8_t deviceAddress;

    deviceAddress = Dev->I2cDevAddr;

	status_int = VL53L0X_write_word(deviceAddress, index, data);

	if (status_int != 0)
		Status = VL53L0X_ERROR_CONTROL_INTERFACE;

    return Status;
}","{'begin': {'line': 83, 'column': 1}, 'end': {'line': 96, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['VL53L0X', '_', 'WrWord', '函数', '用于', '向', '指定', '设备', '写入', '数据', '。']"
94,94,94,VL53L0X_WrDWord,int,"int VL53L0X_WrDWord(int Dev, int index, int data)","[{'name': 'Dev', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'data', 'type': 'int'}]",将数据写入VL53L0X设备的指定内存地址。,"VL53L0X_Error VL53L0X_WrDWord(VL53L0X_DEV Dev, uint8_t index, uint32_t data){
    VL53L0X_Error Status = VL53L0X_ERROR_NONE;
    int32_t status_int;
	uint8_t deviceAddress;

    deviceAddress = Dev->I2cDevAddr;

	status_int = VL53L0X_write_dword(deviceAddress, index, data);

	if (status_int != 0)
		Status = VL53L0X_ERROR_CONTROL_INTERFACE;

    return Status;
}","{'begin': {'line': 98, 'column': 1}, 'end': {'line': 111, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['将', '数据', '写入', 'VL53L0X', '设备', '的', '指定', '内存', '地址', '内存地址', '。']"
95,95,95,VL53L0X_UpdateByte,int,"int VL53L0X_UpdateByte(int Dev, int index, int AndData, int OrData)","[{'name': 'Dev', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'AndData', 'type': 'int'}, {'name': 'OrData', 'type': 'int'}]",更新VL53L0X设备的字节数据,"VL53L0X_Error VL53L0X_UpdateByte(VL53L0X_DEV Dev, uint8_t index, uint8_t AndData, uint8_t OrData){
    VL53L0X_Error Status = VL53L0X_ERROR_NONE;
    int32_t status_int;
    uint8_t deviceAddress;
    uint8_t data;

    deviceAddress = Dev->I2cDevAddr;

    status_int = VL53L0X_read_byte(deviceAddress, index, &data);

    if (status_int != 0)
        Status = VL53L0X_ERROR_CONTROL_INTERFACE;

    if (Status == VL53L0X_ERROR_NONE) {
        data = (data & AndData) | OrData;
        status_int = VL53L0X_write_byte(deviceAddress, index, data);

        if (status_int != 0)
            Status = VL53L0X_ERROR_CONTROL_INTERFACE;
    }

    return Status;
}","{'begin': {'line': 113, 'column': 1}, 'end': {'line': 135, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['更新', 'VL53L0X', '设备', '的', '字节', '数据']"
96,96,96,VL53L0X_RdByte,int,"int VL53L0X_RdByte(int Dev, int index, int * data)","[{'name': 'Dev', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'data', 'type': 'int *'}]",VL53L0X_RdByte函数从设备读取字节数据。,"VL53L0X_Error VL53L0X_RdByte(VL53L0X_DEV Dev, uint8_t index, uint8_t *data){
    VL53L0X_Error Status = VL53L0X_ERROR_NONE;
    int32_t status_int;
    uint8_t deviceAddress;

    deviceAddress = Dev->I2cDevAddr;

    status_int = VL53L0X_read_byte(deviceAddress, index, data);

    if (status_int != 0)
        Status = VL53L0X_ERROR_CONTROL_INTERFACE;

    return Status;
}","{'begin': {'line': 137, 'column': 1}, 'end': {'line': 150, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['VL53L0X', '_', 'RdByte', '函数', '从', '设备', '读取', '字节', '数据', '。']"
97,97,97,VL53L0X_RdWord,int,"int VL53L0X_RdWord(int Dev, int index, int * data)","[{'name': 'Dev', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'data', 'type': 'int *'}]",读取VL53L0X设备指定索引处的字数据。,"VL53L0X_Error VL53L0X_RdWord(VL53L0X_DEV Dev, uint8_t index, uint16_t *data){
    VL53L0X_Error Status = VL53L0X_ERROR_NONE;
    int32_t status_int;
    uint8_t deviceAddress;

    deviceAddress = Dev->I2cDevAddr;

    status_int = VL53L0X_read_word(deviceAddress, index, data);

    if (status_int != 0)
        Status = VL53L0X_ERROR_CONTROL_INTERFACE;

    return Status;
}","{'begin': {'line': 152, 'column': 1}, 'end': {'line': 165, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['读取', 'VL53L0X', '设备', '指定', '索引', '处', '的', '字', '数据', '。']"
98,98,98,VL53L0X_RdDWord,int,"int VL53L0X_RdDWord(int Dev, int index, int * data)","[{'name': 'Dev', 'type': 'int'}, {'name': 'index', 'type': 'int'}, {'name': 'data', 'type': 'int *'}]",读取设备数据字节的函数，通过指定设备地址和索引来获取数据。,"VL53L0X_Error  VL53L0X_RdDWord(VL53L0X_DEV Dev, uint8_t index, uint32_t *data){
    VL53L0X_Error Status = VL53L0X_ERROR_NONE;
    int32_t status_int;
    uint8_t deviceAddress;

    deviceAddress = Dev->I2cDevAddr;

    status_int = VL53L0X_read_dword(deviceAddress, index, data);

    if (status_int != 0)
        Status = VL53L0X_ERROR_CONTROL_INTERFACE;

    return Status;
}","{'begin': {'line': 167, 'column': 1}, 'end': {'line': 180, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['读取', '设备', '数据', '字节', '的', '函数', '，', '通过', '指定', '设备', '地址', '和', '索引', '来', '获取', '数据', '获取数据', '。']"
99,99,99,VL53L0X_PollingDelay,int,int VL53L0X_PollingDelay(int Dev),"[{'name': 'Dev', 'type': 'int'}]",VL53L0X_PollingDelay函数用于执行轮询延迟，无实际操作。,"VL53L0X_Error VL53L0X_PollingDelay(VL53L0X_DEV Dev){
    VL53L0X_Error status = VL53L0X_ERROR_NONE;
    volatile uint32_t i;

    for(i=0;i<VL53L0X_POLLINGDELAY_LOOPNB;i++){
        //Do nothing
        ;;
    }

    return status;
}","{'begin': {'line': 183, 'column': 1}, 'end': {'line': 193, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['VL53L0X', '_', 'PollingDelay', '函数', '用于', '执行', '轮询', '延迟', '，', '无', '实际', '操作', '实际操作', '。']"
100,100,100,vl53l0x_measure_init,int,int vl53l0x_measure_init(int * pMyDevice),"[{'name': 'pMyDevice', 'type': 'int *'}]",初始化VL53L0X传感器，配置设备参数，启动测量。,"VL53L0X_Error vl53l0x_measure_init ( VL53L0X_Dev_t *pMyDevice )
{
    VL53L0X_Error Status = VL53L0X_ERROR_NONE;

    //FixPoint1616_t LimitCheckCurrent;
    uint32_t refSpadCount;
    uint8_t isApertureSpads;
    uint8_t VhvSettings;
    uint8_t PhaseCal;
    // Device Initialization
    Status = VL53L0X_StaticInit ( pMyDevice );
    if ( Status != VL53L0X_ERROR_NONE )
    {
        return Status;
    }
	if(1)
	{
		Status = VL53L0X_SetReferenceSpads ( pMyDevice, 5, 0 );
		if ( Status != VL53L0X_ERROR_NONE )
		{
			return Status;
		}
		Status = VL53L0X_SetRefCalibration ( pMyDevice, 0x1D, 1 );
		if ( Status != VL53L0X_ERROR_NONE )
		{
			return Status;
		}
	}
	else
	{
		//校准SPAD，校准后的两个结果refSpadCount，isApertureSpads
		Status = VL53L0X_PerformRefSpadManagement ( pMyDevice, &refSpadCount, &isApertureSpads );
		if ( Status != VL53L0X_ERROR_NONE )
		{
			return Status;
		}
		//校准温度相关参数，校准后的两个结果VhvSettings，PhaseCal
		Status = VL53L0X_PerformRefCalibration ( pMyDevice, &VhvSettings, &PhaseCal );
		if ( Status != VL53L0X_ERROR_NONE )
		{
			return Status;
		}
	}
    Status = VL53L0X_SetDeviceMode ( pMyDevice, VL53L0X_DEVICEMODE_CONTINUOUS_RANGING ); 
    if ( Status != VL53L0X_ERROR_NONE )
    {
        return Status;
    }

    if ( Status == VL53L0X_ERROR_NONE )
    {
        Status = VL53L0X_SetLimitCheckEnable ( pMyDevice, VL53L0X_CHECKENABLE_SIGMA_FINAL_RANGE, 1 );
    }
    if ( Status == VL53L0X_ERROR_NONE )
    {
        Status = VL53L0X_SetLimitCheckEnable ( pMyDevice, VL53L0X_CHECKENABLE_SIGNAL_RATE_FINAL_RANGE, 1 );
    }

    if ( Status == VL53L0X_ERROR_NONE )
    {
        Status = VL53L0X_SetLimitCheckValue ( pMyDevice, VL53L0X_CHECKENABLE_SIGNAL_RATE_FINAL_RANGE, ( FixPoint1616_t ) ( 0.1 * 65536 ) );
    }
    if ( Status == VL53L0X_ERROR_NONE )
    {
        Status = VL53L0X_SetLimitCheckValue ( pMyDevice, VL53L0X_CHECKENABLE_SIGMA_FINAL_RANGE, ( FixPoint1616_t ) ( 60 * 65536 ) );
    }
    if ( Status == VL53L0X_ERROR_NONE )
    {
        Status = VL53L0X_SetMeasurementTimingBudgetMicroSeconds ( pMyDevice, 33000 );
    }

    if ( Status == VL53L0X_ERROR_NONE )
    {
        Status = VL53L0X_SetVcselPulsePeriod ( pMyDevice, VL53L0X_VCSEL_PERIOD_PRE_RANGE, 18 );
    }
    if ( Status == VL53L0X_ERROR_NONE )
    {
        Status = VL53L0X_SetVcselPulsePeriod ( pMyDevice, VL53L0X_VCSEL_PERIOD_FINAL_RANGE, 14 );
    }

    if ( Status == VL53L0X_ERROR_NONE )
    {
        Status = VL53L0X_StartMeasurement ( pMyDevice );
    }

    return Status;
}","{'begin': {'line': 201, 'column': 1}, 'end': {'line': 287, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['初始', '初始化', 'VL53L0X', '传感', '感器', '传感器', '，', '配置', '设备', '参数', '，', '启动', '测量', '。']"
101,101,101,VL53L0X_Init,int,int VL53L0X_Init(),[],初始化VL53L0X设备，设置I2C地址、通信类型和速度，并进行数据初始化和设备信息获取。,"VL53L0X_Error VL53L0X_Init ( void )
{
    VL53L0X_Error Status = VL53L0X_ERROR_NONE;
    VL53L0X_Dev_t *pMyDevice = &vl53l0x_dev;
    pMyDevice->I2cDevAddr      = 0x52;
    pMyDevice->comms_type      =  1;
    pMyDevice->comms_speed_khz =  400;

    Status = VL53L0X_DataInit ( pMyDevice ); // Data initialization
    if ( Status != VL53L0X_ERROR_NONE )
    {
        return Status;
    }
    Status = VL53L0X_GetDeviceInfo ( pMyDevice, &vl53l0x_dev_info );
    if ( Status != VL53L0X_ERROR_NONE )
    {
        return Status;
    }
    if ( ( vl53l0x_dev_info.ProductRevisionMajor != 1 ) && ( vl53l0x_dev_info.ProductRevisionMinor != 1 ) )
    {
        Status = VL53L0X_ERROR_NOT_SUPPORTED;
        return Status;
    }
    Status = vl53l0x_measure_init ( pMyDevice );
    vl53l0x_status = Status;
    if ( Status != VL53L0X_ERROR_NONE )
    {
        return Status;
    }

    return Status;
}","{'begin': {'line': 289, 'column': 1}, 'end': {'line': 320, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['初始', '初始化', 'VL53L0X', '设备', '，', '设置', 'I2C', '地址', '、', '通信', '类型', '和', '速度', '，', '并', '进行', '数据', '初始', '初始化', '和', '设备', '信息', '获取', '。']"
102,102,102,VL53L0X_IfDataReady,int,int VL53L0X_IfDataReady(),[],检测IIC通信1字节中断状态，返回数据准备情况,"u8 VL53L0X_IfDataReady ( void )
{
	uint32_t InterruptMask;

	VL53L0X_GetInterruptMaskStatus ( &vl53l0x_dev, &InterruptMask );//IIC通信1字节
    if ( InterruptMask == VL53L0X_REG_SYSTEM_INTERRUPT_GPIO_NEW_SAMPLE_READY )
		return 1;
	else
		return 0;
}","{'begin': {'line': 321, 'column': 1}, 'end': {'line': 330, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['检测', 'IIC', '通信', '1', '字节', '中断', '状态', '，', '返回', '数据', '准备', '情况']"
103,103,103,VL53L0X_FastRead,int,int VL53L0X_FastRead(),[],VL53L0X_FastRead函数通过IIC通信读取两个字节的数据，并返回其合成的16位整数。,"u16 VL53L0X_FastRead( void )
{
	u8 datatemp[2];
	VL53L0X_Error Status = VL53L0X_ERROR_NONE;
	
	Status = VL53L0X_ReadMulti ( &vl53l0x_dev, 0x1E, datatemp, 2 );	//IIC通信2字节
	//VL53L0X_ClearInterruptMask ( &vl53l0x_dev, VL53L0X_REG_SYSTEM_INTERRUPT_GPIO_NEW_SAMPLE_READY );//IIC通信3字节
	if(Status != VL53L0X_ERROR_NONE)
		return 0xffff;
	return VL53L0X_MAKEUINT16 ( datatemp[1], datatemp[0] );
}","{'begin': {'line': 331, 'column': 1}, 'end': {'line': 341, 'column': 2}}",Drive\Vl53l0x\Src\vl53l0x_platform.c,"['VL53L0X', '_', 'FastRead', '函数', '通过', 'IIC', '通信', '读取', '两个', '字节', '的', '数据', '，', '并', '返回', '其', '合成', '的', '16', '位', '整数', '。']"
104,104,104,data_save,void,void data_save(),[],data_save函数用于保存数据，根据flag.fly_ready的值设置para_sta.save_en和para_sta.save_trig的值。,"void data_save(void)
{
  para_sta.save_en = !flag.fly_ready;
  para_sta.save_trig = 1;
}","{'begin': {'line': 14, 'column': 1}, 'end': {'line': 18, 'column': 2}}",FlyControl_Algorithm\src\DY_FcData.c,"['data', '_', 'save', '函数', '用于', '保存', '数据', '，', '根据', 'flag', '.', 'fly', '_', 'ready', '的', '值', '设置', 'para', '_', 'sta', '.', 'save', '_', 'en', '和', 'para', '_', 'sta', '.', 'save', '_', 'trig', '的', '值', '。']"
105,105,105,Para_Data_Init,void,void Para_Data_Init(),[],调用DY_Parame_Read()函数初始化数据,"void Para_Data_Init()
{
  DY_Parame_Read();
}","{'begin': {'line': 20, 'column': 1}, 'end': {'line': 23, 'column': 2}}",FlyControl_Algorithm\src\DY_FcData.c,"['调用', 'DY', '_', 'Parame', '_', 'Read', '(', ')', '函数', '初始', '初始化', '数据']"
106,106,106,inte_fix_filter,void,"void inte_fix_filter(float dT, int * data)","[{'name': 'dT', 'type': 'float'}, {'name': 'data', 'type': 'int *'}]","{""name"": ""inte_fix_filter"", ""summary"": ""根据给定的上限或下限值，调整输入数据并计算输出结果""}","void inte_fix_filter(float dT,_inte_fix_filter_st *data)
{
	float ei_lim_val;
	
	if(data->ei_limit>0)
	{		
		ei_lim_val = LIMIT(data->ei,-data->ei_limit,data->ei_limit);
	}
	else
	{
		ei_lim_val = data->ei;
	}	
	
	data->out = (data->in_est + ei_lim_val);
	
	data->e = data->fix_ki *(data->in_obs - data->out);

	data->ei += data->e *dT;

}","{'begin': {'line': 9, 'column': 1}, 'end': {'line': 28, 'column': 2}}",FlyControl_Algorithm\src\DY_Filter.c,"['{', '""', 'name', '""', ':', ' ', '""', 'inte', '_', 'fix', '_', 'filter', '""', ',', ' ', '""', 'summary', '""', ':', ' ', '""', '根据', '给定', '的', '上限', '或', '下', '限值', '，', '调整', '输入', '数据', '并', '计算', '输出', '结果', '""', '}']"
