,Unnamed: 0,name,return_type,signature,params,summary,source_code,extent,file_path,sum_tokenize
32,32,stbi__fopen,FILE *,"FILE * stbi__fopen(const char * filename, const char * mode)","[{'name': 'filename', 'type': 'const char *'}, {'name': 'mode', 'type': 'const char *'}]",跨平台安全打开文件，支持UTF-8路径,"static FILE *stbi__fopen(char const *filename, char const *mode)
{
   FILE *f;
#if defined(_WIN32) && defined(STBI_WINDOWS_UTF8)
   wchar_t wMode[64];
   wchar_t wFilename[1024];
	if (0 == MultiByteToWideChar(65001 /* UTF8 */, 0, filename, -1, wFilename, sizeof(wFilename)/sizeof(*wFilename)))
      return 0;

	if (0 == MultiByteToWideChar(65001 /* UTF8 */, 0, mode, -1, wMode, sizeof(wMode)/sizeof(*wMode)))
      return 0;

#if defined(_MSC_VER) && _MSC_VER >= 1400
	if (0 != _wfopen_s(&f, wFilename, wMode))
		f = 0;
#else
   f = _wfopen(wFilename, wMode);
#endif

#elif defined(_MSC_VER) && _MSC_VER >= 1400
   if (0 != fopen_s(&f, filename, mode))
      f=0;
#else
   f = fopen(filename, mode);
#endif
   return f;
}","{'begin': {'line': 1337, 'column': 1}, 'end': {'line': 1363, 'column': 2}}",play_bmp_sequence.c,"['平台', '跨平台', '安全', '打开', '文件', '，', '支持', 'UTF', '-', '8', '路径']"
33,33,stbi__sse2_available,int,int stbi__sse2_available(),[],检测SSE2指令集支持状态并返回可用性,"static int stbi__sse2_available(void)
{
   // If we're even attempting to compile this on GCC/Clang, that means
   // -msse2 is on, which means the compiler is allowed to use SSE2
   // instructions at will, and so are we.
   return 1;
}","{'begin': {'line': 765, 'column': 1}, 'end': {'line': 771, 'column': 2}}",play_bmp_sequence.c,"['检测', 'SSE2', '指令', '指令集', '支持', '状态', '并', '返回', '可用', '可用性']"
34,34,stbi_load,stbi_uc *,"stbi_uc * stbi_load(const char * filename, int * x, int * y, int * comp, int req_comp)","[{'name': 'filename', 'type': 'const char *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}, {'name': 'req_comp', 'type': 'int'}]",加载图像文件数据，返回像素指针及尺寸信息。,"STBIDEF stbi_uc *stbi_load(char const *filename, int *x, int *y, int *comp, int req_comp)
{
   FILE *f = stbi__fopen(filename, ""rb"");
   unsigned char *result;
   if (!f) return stbi__errpuc(""can't fopen"", ""Unable to open file"");
   result = stbi_load_from_file(f,x,y,comp,req_comp);
   fclose(f);
   return result;
}","{'begin': {'line': 1366, 'column': 1}, 'end': {'line': 1374, 'column': 2}}",play_bmp_sequence.c,"['加载', '图像', '文件', '图像文件', '数据', '，', '返回', '像素', '指针', '及', '尺寸', '信息', '。']"
35,35,stbi__start_mem,void,"void stbi__start_mem(stbi__context * s, const stbi_uc * buffer, int len)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'buffer', 'type': 'const stbi_uc *'}, {'name': 'len', 'type': 'int'}]",初始化内存读取上下文，设置缓冲区起始和结束位置,"static void stbi__start_mem(stbi__context *s, stbi_uc const *buffer, int len)
{
   s->io.read = NULL;
   s->read_from_callbacks = 0;
   s->callback_already_read = 0;
   s->img_buffer = s->img_buffer_original = (stbi_uc *) buffer;
   s->img_buffer_end = s->img_buffer_original_end = (stbi_uc *) buffer+len;
}","{'begin': {'line': 826, 'column': 1}, 'end': {'line': 833, 'column': 2}}",play_bmp_sequence.c,"['初始', '初始化', '内存', '读取', '上下', '下文', '上下文', '，', '设置', '缓冲', '缓冲区', '起始', '和', '结束', '位置']"
36,36,stbi_load_from_file,stbi_uc *,"stbi_uc * stbi_load_from_file(FILE * f, int * x, int * y, int * comp, int req_comp)","[{'name': 'f', 'type': 'FILE *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}, {'name': 'req_comp', 'type': 'int'}]",从文件指针加载图像数据，并调整文件指针位置,"STBIDEF stbi_uc *stbi_load_from_file(FILE *f, int *x, int *y, int *comp, int req_comp)
{
   unsigned char *result;
   stbi__context s;
   stbi__start_file(&s,f);
   result = stbi__load_and_postprocess_8bit(&s,x,y,comp,req_comp);
   if (result) {
      // need to 'unget' all the characters in the IO buffer
      fseek(f, - (int) (s.img_buffer_end - s.img_buffer), SEEK_CUR);
   }
   return result;
}","{'begin': {'line': 1376, 'column': 1}, 'end': {'line': 1387, 'column': 2}}",play_bmp_sequence.c,"['文件', '从文件', '指针', '加载', '图像', '数据', '，', '并', '调整', '文件', '指针', '位置']"
37,37,stbi__start_callbacks,void,"void stbi__start_callbacks(stbi__context * s, stbi_io_callbacks * c, void * user)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'c', 'type': 'stbi_io_callbacks *'}, {'name': 'user', 'type': 'void *'}]",初始化上下文回调接口及缓冲区,"static void stbi__start_callbacks(stbi__context *s, stbi_io_callbacks *c, void *user)
{
   s->io = *c;
   s->io_user_data = user;
   s->buflen = sizeof(s->buffer_start);
   s->read_from_callbacks = 1;
   s->callback_already_read = 0;
   s->img_buffer = s->img_buffer_original = s->buffer_start;
   stbi__refill_buffer(s);
   s->img_buffer_original_end = s->img_buffer_end;
}","{'begin': {'line': 836, 'column': 1}, 'end': {'line': 846, 'column': 2}}",play_bmp_sequence.c,"['初始', '初始化', '上下', '下文', '上下文', '回调', '接口', '及', '缓冲', '缓冲区']"
38,38,stbi_load_from_file_16,stbi_us *,"stbi_us * stbi_load_from_file_16(FILE * f, int * x, int * y, int * comp, int req_comp)","[{'name': 'f', 'type': 'FILE *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}, {'name': 'req_comp', 'type': 'int'}]",从文件加载16位图像数据并调整文件指针,"STBIDEF stbi__uint16 *stbi_load_from_file_16(FILE *f, int *x, int *y, int *comp, int req_comp)
{
   stbi__uint16 *result;
   stbi__context s;
   stbi__start_file(&s,f);
   result = stbi__load_and_postprocess_16bit(&s,x,y,comp,req_comp);
   if (result) {
      // need to 'unget' all the characters in the IO buffer
      fseek(f, - (int) (s.img_buffer_end - s.img_buffer), SEEK_CUR);
   }
   return result;
}","{'begin': {'line': 1389, 'column': 1}, 'end': {'line': 1400, 'column': 2}}",play_bmp_sequence.c,"['文件', '从文件', '加载', '16', '位', '图像', '数据', '并', '调整', '文件', '指针']"
39,39,stbi_load_16,stbi_us *,"stbi_us * stbi_load_16(const char * filename, int * x, int * y, int * comp, int req_comp)","[{'name': 'filename', 'type': 'const char *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}, {'name': 'req_comp', 'type': 'int'}]",加载16位图像文件，返回宽高及通道数,"STBIDEF stbi_us *stbi_load_16(char const *filename, int *x, int *y, int *comp, int req_comp)
{
   FILE *f = stbi__fopen(filename, ""rb"");
   stbi__uint16 *result;
   if (!f) return (stbi_us *) stbi__errpuc(""can't fopen"", ""Unable to open file"");
   result = stbi_load_from_file_16(f,x,y,comp,req_comp);
   fclose(f);
   return result;
}","{'begin': {'line': 1402, 'column': 1}, 'end': {'line': 1410, 'column': 2}}",play_bmp_sequence.c,"['加载', '16', '位', '图像', '文件', '图像文件', '，', '返回', '宽高及', '通道', '数']"
40,40,stbi__stdio_read,int,"int stbi__stdio_read(void * user, char * data, int size)","[{'name': 'user', 'type': 'void *'}, {'name': 'data', 'type': 'char *'}, {'name': 'size', 'type': 'int'}]",使用fread读取指定大小的数据到缓冲区,"static int stbi__stdio_read(void *user, char *data, int size)
{
   return (int) fread(data,1,size,(FILE*) user);
}","{'begin': {'line': 850, 'column': 1}, 'end': {'line': 853, 'column': 2}}",play_bmp_sequence.c,"['使用', 'fread', '读取', '指定', '大小', '的', '数据', '到', '缓冲', '缓冲区']"
41,41,stbi__stdio_skip,void,"void stbi__stdio_skip(void * user, int n)","[{'name': 'user', 'type': 'void *'}, {'name': 'n', 'type': 'int'}]",跳过指定字节数并重置文件结束标志,"static void stbi__stdio_skip(void *user, int n)
{
   int ch;
   fseek((FILE*) user, n, SEEK_CUR);
   ch = fgetc((FILE*) user);  /* have to read a byte to reset feof()'s flag */
   if (ch != EOF) {
      ungetc(ch, (FILE *) user);  /* push byte back onto stream if valid. */
   }
}","{'begin': {'line': 855, 'column': 1}, 'end': {'line': 863, 'column': 2}}",play_bmp_sequence.c,"['跳过', '指定', '字节', '节数', '字节数', '并', '重置', '文件', '结束', '标志']"
42,42,stbi_load_16_from_memory,stbi_us *,"stbi_us * stbi_load_16_from_memory(const stbi_uc * buffer, int len, int * x, int * y, int * channels_in_file, int desired_channels)","[{'name': 'buffer', 'type': 'const stbi_uc *'}, {'name': 'len', 'type': 'int'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'channels_in_file', 'type': 'int *'}, {'name': 'desired_channels', 'type': 'int'}]",从内存加载16位图像数据，支持通道数转换,"STBIDEF stbi_us *stbi_load_16_from_memory(stbi_uc const *buffer, int len, int *x, int *y, int *channels_in_file, int desired_channels)
{
   stbi__context s;
   stbi__start_mem(&s,buffer,len);
   return stbi__load_and_postprocess_16bit(&s,x,y,channels_in_file,desired_channels);
}","{'begin': {'line': 1415, 'column': 1}, 'end': {'line': 1420, 'column': 2}}",play_bmp_sequence.c,"['从', '内存', '加载', '16', '位', '图像', '数据', '，', '支持', '通道', '数', '转换']"
43,43,stbi__stdio_eof,int,int stbi__stdio_eof(void * user),"[{'name': 'user', 'type': 'void *'}]",检查文件流结束或错误状态,"static int stbi__stdio_eof(void *user)
{
   return feof((FILE*) user) || ferror((FILE *) user);
}","{'begin': {'line': 865, 'column': 1}, 'end': {'line': 868, 'column': 2}}",play_bmp_sequence.c,"['检查', '文件', '流', '结束', '或', '错误', '状态']"
44,44,stbi_load_16_from_callbacks,stbi_us *,"stbi_us * stbi_load_16_from_callbacks(const stbi_io_callbacks * clbk, void * user, int * x, int * y, int * channels_in_file, int desired_channels)","[{'name': 'clbk', 'type': 'const stbi_io_callbacks *'}, {'name': 'user', 'type': 'void *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'channels_in_file', 'type': 'int *'}, {'name': 'desired_channels', 'type': 'int'}]",通过回调加载并处理16位图像数据,"STBIDEF stbi_us *stbi_load_16_from_callbacks(stbi_io_callbacks const *clbk, void *user, int *x, int *y, int *channels_in_file, int desired_channels)
{
   stbi__context s;
   stbi__start_callbacks(&s, (stbi_io_callbacks *)clbk, user);
   return stbi__load_and_postprocess_16bit(&s,x,y,channels_in_file,desired_channels);
}","{'begin': {'line': 1422, 'column': 1}, 'end': {'line': 1427, 'column': 2}}",play_bmp_sequence.c,"['通过', '回调', '加载', '并', '处理', '16', '位', '图像', '数据']"
45,45,stbi__start_file,void,"void stbi__start_file(stbi__context * s, FILE * f)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'f', 'type': 'FILE *'}]",使用标准IO回调初始化文件处理上下文,"static void stbi__start_file(stbi__context *s, FILE *f)
{
   stbi__start_callbacks(s, &stbi__stdio_callbacks, (void *) f);
}","{'begin': {'line': 877, 'column': 1}, 'end': {'line': 880, 'column': 2}}",play_bmp_sequence.c,"['使用', '标准', 'IO', '回调', '初始', '初始化', '文件', '处理', '上下', '下文', '上下文']"
46,46,stbi__rewind,void,void stbi__rewind(stbi__context * s),"[{'name': 's', 'type': 'stbi__context *'}]",重置图像缓冲区到初始位置,"static void stbi__rewind(stbi__context *s)
{
   // conceptually rewind SHOULD rewind to the beginning of the stream,
   // but we just rewind to the beginning of the initial buffer, because
   // we only use it after doing 'test', which only ever looks at at most 92 bytes
   s->img_buffer = s->img_buffer_original;
   s->img_buffer_end = s->img_buffer_original_end;
}","{'begin': {'line': 886, 'column': 1}, 'end': {'line': 893, 'column': 2}}",play_bmp_sequence.c,"['重置', '图像', '缓冲', '缓冲区', '到', '初始', '位置']"
47,47,stbi_load_from_memory,stbi_uc *,"stbi_uc * stbi_load_from_memory(const stbi_uc * buffer, int len, int * x, int * y, int * comp, int req_comp)","[{'name': 'buffer', 'type': 'const stbi_uc *'}, {'name': 'len', 'type': 'int'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}, {'name': 'req_comp', 'type': 'int'}]",从内存加载图像数据并解码为8位像素,"STBIDEF stbi_uc *stbi_load_from_memory(stbi_uc const *buffer, int len, int *x, int *y, int *comp, int req_comp)
{
   stbi__context s;
   stbi__start_mem(&s,buffer,len);
   return stbi__load_and_postprocess_8bit(&s,x,y,comp,req_comp);
}","{'begin': {'line': 1429, 'column': 1}, 'end': {'line': 1434, 'column': 2}}",play_bmp_sequence.c,"['从', '内存', '加载', '图像', '数据', '并', '解码', '为', '8', '位', '像素']"
48,48,stbi_load_from_callbacks,stbi_uc *,"stbi_uc * stbi_load_from_callbacks(const stbi_io_callbacks * clbk, void * user, int * x, int * y, int * comp, int req_comp)","[{'name': 'clbk', 'type': 'const stbi_io_callbacks *'}, {'name': 'user', 'type': 'void *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}, {'name': 'req_comp', 'type': 'int'}]",通过回调加载图像数据并返回像素指针,"STBIDEF stbi_uc *stbi_load_from_callbacks(stbi_io_callbacks const *clbk, void *user, int *x, int *y, int *comp, int req_comp)
{
   stbi__context s;
   stbi__start_callbacks(&s, (stbi_io_callbacks *) clbk, user);
   return stbi__load_and_postprocess_8bit(&s,x,y,comp,req_comp);
}","{'begin': {'line': 1436, 'column': 1}, 'end': {'line': 1441, 'column': 2}}",play_bmp_sequence.c,"['通过', '回调', '加载', '图像', '数据', '并', '返回', '像素', '指针']"
49,49,stbi_load_gif_from_memory,stbi_uc *,"stbi_uc * stbi_load_gif_from_memory(const stbi_uc * buffer, int len, int ** delays, int * x, int * y, int * z, int * comp, int req_comp)","[{'name': 'buffer', 'type': 'const stbi_uc *'}, {'name': 'len', 'type': 'int'}, {'name': 'delays', 'type': 'int **'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'z', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}, {'name': 'req_comp', 'type': 'int'}]",从内存加载GIF图像，支持多帧及延迟时间，可垂直翻转,"STBIDEF stbi_uc *stbi_load_gif_from_memory(stbi_uc const *buffer, int len, int **delays, int *x, int *y, int *z, int *comp, int req_comp)
{
   unsigned char *result;
   stbi__context s;
   stbi__start_mem(&s,buffer,len);

   result = (unsigned char*) stbi__load_gif_main(&s, delays, x, y, z, comp, req_comp);
   if (stbi__vertically_flip_on_load) {
      stbi__vertical_flip_slices( result, *x, *y, *z, *comp );
   }

   return result;
}","{'begin': {'line': 1444, 'column': 1}, 'end': {'line': 1456, 'column': 2}}",play_bmp_sequence.c,"['从', '内存', '加载', 'GIF', '图像', '，', '支持', '多', '帧', '及', '延迟', '时间', '延迟时间', '，', '可', '垂直', '翻转']"
50,50,stbi_failure_reason,const char *,const char * stbi_failure_reason(),[],返回最近一次加载失败的错误原因描述,"STBIDEF const char *stbi_failure_reason(void)
{
   return stbi__g_failure_reason;
}","{'begin': {'line': 972, 'column': 1}, 'end': {'line': 975, 'column': 2}}",play_bmp_sequence.c,"['返回', '最近', '一次', '加载', '失败', '的', '错误', '原因', '描述']"
51,51,stbi__loadf_main,float *,"float * stbi__loadf_main(stbi__context * s, int * x, int * y, int * comp, int req_comp)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}, {'name': 'req_comp', 'type': 'int'}]",加载图像数据并转换为浮点数组，支持HDR和LDR格式,"static float *stbi__loadf_main(stbi__context *s, int *x, int *y, int *comp, int req_comp)
{
   unsigned char *data;
   #ifndef STBI_NO_HDR
   if (stbi__hdr_test(s)) {
      stbi__result_info ri;
      float *hdr_data = stbi__hdr_load(s,x,y,comp,req_comp, &ri);
      if (hdr_data)
         stbi__float_postprocess(hdr_data,x,y,comp,req_comp);
      return hdr_data;
   }
   #endif
   data = stbi__load_and_postprocess_8bit(s, x, y, comp, req_comp);
   if (data)
      return stbi__ldr_to_hdr(data, *x, *y, req_comp ? req_comp : *comp);
   return stbi__errpf(""unknown image type"", ""Image not of any known type, or corrupt"");
}","{'begin': {'line': 1460, 'column': 1}, 'end': {'line': 1476, 'column': 2}}",play_bmp_sequence.c,"['加载', '图像', '数据', '并', '转换', '为', '浮点', '数组', '，', '支持', 'HDR', '和', 'LDR', '格式']"
52,52,stbi__err,int,int stbi__err(const char * str),"[{'name': 'str', 'type': 'const char *'}]",设置全局错误信息并返回0,"static int stbi__err(const char *str)
{
   stbi__g_failure_reason = str;
   return 0;
}","{'begin': {'line': 978, 'column': 1}, 'end': {'line': 982, 'column': 2}}",play_bmp_sequence.c,"['设置', '全局', '错误', '误信', '信息', '错误信息', '并', '返回', '0']"
